X,Y,ObjectId,AQSID,CountryCode,DataSource,EPARegion,Elevation,GMTOffset,Latitude,LocalTimeString,Longitude,OZONE,OZONEPM_AQI,OZONEPM_AQI_LABEL,OZONEPM_AQI_SORT,OZONE_AQI,OZONE_AQI_LABEL,OZONE_AQI_SORT,OZONE_Measured,OZONE_Unit,PM10,PM10_AQI,PM10_AQI_LABEL,PM10_AQI_SORT,PM10_Measured,PM10_Unit,PM25,PM25_AQI,PM25_AQI_LABEL,PM25_AQI_SORT,PM25_Measured,PM25_Unit,PM_AQI,PM_AQI_LABEL,PM_AQI_SORT,ReportingArea_PipeDelimited,SiteName,StateName,Status
-10381110.2459,5616060.3346,277722147,270530962,US,Minnesota Pollution Control Agency,R5,0,-6,44.9653,Fri 08/18/2023 02:00 AM CDT,-93.2551,18,129,129,129,18,18,18,1,PPB,,,ND,-999,0,,66,129,129,129,1,UG/M3,129,129,129,Twin Cities,Minneapolis-Near Road,MN,Active
15693934.4674,4626018.0861,277722148,004406010,,Japan Ministry of Environment,,0,9,38.329076,Fri 08/18/2023 04:00 PM JST,140.981012,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 004406010,,Active
-13663089.3596,5714904.0211,277722149,840410510003,US,Oregon Dept. of Environmental Quality,R10,34.8,-8,45.5901,Fri 08/18/2023 12:00 AM PDT,-122.73762,,10,10,10,,ND,-999,0,,,,ND,-999,0,,2.1,10,10,10,1,UG/M3,10,10,10,Portland,Roosevelt High School,OR,Active
14852049.5375,4022197.7141,277722150,038302020,,Japan Ministry of Environment,,0,9,33.950801,Fri 08/18/2023 04:00 PM JST,133.418231,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 038302020,,Active
15676867.5196,4610657.7746,277722151,004201220,,Japan Ministry of Environment,,0,9,38.220752,Fri 08/18/2023 04:00 PM JST,140.827697,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 004201220,,Active
-8682241.233,4214167.8291,277722152,371910005,US,North Carolina DEQ - Division of Air Quality,R4,32.9,-5,35.3692,Fri 08/18/2023 03:00 AM EDT,-77.9939,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,DILLARD,NC,Inactive
-13452838.0109,7607503.9066,277722153,000105501,CA,British Columbia Ministry of Environment,CA,695.4,-8,56.2458,Fri 08/18/2023 12:00 AM MST,-120.8489,,,ND,-999,,ND,-999,0,,,,ND,-999,1,,,,ND,-999,0,,,ND,-999,,Fort St John NP Cultural Centre,CC,Inactive
-9887351.5313,4260151.717,277722154,840471130010,US,Tennessee Air Pollution Control Div.,R4,135.4,-6,35.705338,Fri 08/18/2023 02:00 AM CDT,-88.81959,,38,38,38,,ND,-999,0,,,,ND,-999,0,,10.5,38,38,38,1,UG/M3,38,38,38,Jackson,Jackson,TN,Active
14556498.8498,3790593.3611,277722155,043203010,,Japan Ministry of Environment,,0,9,32.207608,Fri 08/18/2023 04:00 PM JST,130.763254,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 043203010,,Active
15509328.4577,4235975.9553,277722156,014401010,,Japan Ministry of Environment,,0,9,35.528791,Fri 08/18/2023 04:00 PM JST,139.322668,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 014401010,,Active
15482168.8397,4568158.5923,277722157,015201220,,Japan Ministry of Environment,,0,9,37.920198,Fri 08/18/2023 04:00 PM JST,139.078689,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 015201220,,Active
14537447.2981,3922028.4772,277722158,040210010,,Japan Ministry of Environment,,0,9,33.20111,Fri 08/18/2023 04:00 PM JST,130.592111,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 040210010,,Active
15715205.9523,4657914.5947,277722159,004501010,,Japan Ministry of Environment,,0,9,38.5535,Fri 08/18/2023 04:00 PM JST,141.172097,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 004501010,,Active
14247518.0221,3072733.7708,277722160,047209080,,Japan Ministry of Environment,,0,9,26.59316,Fri 08/18/2023 04:00 PM JST,127.987632,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 047209080,,Active
15465855.1909,4247340.5313,277722161,019206010,,Japan Ministry of Environment,,0,9,35.611831,Fri 08/18/2023 04:00 PM JST,138.932141,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 019206010,,Active
-8664954.5406,4077806.2057,277722162,371290002,US,North Carolina DEQ - Division of Air Quality,R4,4.9,-5,34.364167,Fri 08/18/2023 03:00 AM EDT,-77.838611,26,20,20,20,20,20,20,1,PPB,17.0,15.0,15,15,1,UG/M3,3,11,11,11,1,UG/M3,15,15,15,New Hanover County,CASTLE H,NC,Active
-9374615.0699,4008383.5477,277722163,130893001,US,Georgia Department of Natural Resources,R4,0,-5,33.8478,Fri 08/18/2023 03:00 AM EDT,-84.2136,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Atlanta,TUCKER,GA,Inactive
14778337.8895,4009381.3543,277722164,038201510,,Japan Ministry of Environment,,0,9,33.855244,Fri 08/18/2023 04:00 PM JST,132.756068,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 038201510,,Active
15659348.1695,4282809.4157,277722165,008406060,,Japan Ministry of Environment,,0,9,35.870445,Fri 08/18/2023 04:00 PM JST,140.670318,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 008406060,,Active
-12337502.0952,3951054.4514,277722166,040078000,US,Arizona Department of Environmental Quality,R9,1000.4,-7,33.419017,Fri 08/18/2023 12:00 AM MST,-110.829667,,13,13,13,,ND,-999,0,,,13.0,13,13,1,,,,ND,-999,0,,13,13,13,Miami,Miami Golf Course,AZ,Active
-15034671.2772,8561748.8096,277722167,124CC0119004,CA,Government of Yukon,CA,0,-7,60.71972,Fri 08/18/2023 12:00 AM MST,-135.05875,5,18,18,18,8,8,8,1,PPB,,,ND,-999,0,,4.9,18,18,18,1,UG/M3,18,18,18,,Whitehorse NAPS,,Active
15683793.4844,4610461.1051,277722168,004201050,,Japan Ministry of Environment,,0,9,38.219364,Fri 08/18/2023 04:00 PM JST,140.889914,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 004201050,,Active
-10678667.3561,5135876.7155,277722169,190850007,US,Iowa DNR,R7,0,-6,41.832199,Fri 08/18/2023 02:00 AM CDT,-95.928101,,6,6,6,6,6,6,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Pisgah,"Pisgah, Forestry Office",IA,Active
-6385753.5338,6570559.8443,277722170,CC0010801,CA,Newfoundland & Labrador DEC,CA,0,-3.5,50.7123,Fri 08/18/2023 04:30 AM NDT,-57.3642,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Port au Choix,CC,Active
15073954.8123,4129307.8504,277722171,028202540,,Japan Ministry of Environment,,0,9,34.745195,Fri 08/18/2023 04:00 PM JST,135.41164,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 028202540,,Active
-13682844.673,5591704.8102,277722172,410470004,US,Oregon Dept. of Environmental Quality,R10,101.9,-8,44.81029,Fri 08/18/2023 12:00 AM PDT,-122.915085,14,17,17,17,11,11,11,1,PPB,,,ND,-999,0,,3.8,17,17,17,1,UG/M3,17,17,17,Salem,Turner - CJHS,OR,Active
-13129454.8902,4307420.8666,277722173,060271001,US,Great Basin Unified Air Pollution Control District,R9,0,-8,36.0494,Fri 08/18/2023 12:00 AM PDT,-117.9439,,9,9,9,,ND,-999,0,,13.0,9.0,9,9,1,UG/M3,,,ND,-999,0,,9,9,9,Coso Junction,Coso Junction,CA,Active
-12466480.1968,5057107.5629,277722174,490571003,US,Utah Department of Environmental Quality,R8,1339.6,-7,41.302799,Fri 08/18/2023 01:00 AM MDT,-111.988297,,43,43,43,43,43,43,1,,,,ND,-999,1,,,13,13,13,1,,13,13,13,Ogden,Harrisville,UT,Active
-7655405.3143,5589911.3399,277722175,230190002,US,Maine Dept. of Environmental Protection,R1,0,-5,44.798859,Fri 08/18/2023 03:00 AM EDT,-68.769676,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Eastern Interior|OLD - Eastern Interior 2|OLD - Eastern Interior 3,Bangor KPS,ME,Inactive
-12912644.9311,4322609.7439,277722176,320230013,US,Nevada Division of Environmental Protection,R9,0,-8,36.159639,Fri 08/18/2023 12:00 AM PDT,-115.996263,,19,19,19,,ND,-999,0,,21.0,19.0,19,19,1,UG/M3,,,ND,-999,0,,19,19,19,Pahrump,Church,NV,Active
15130071.7468,4179807.1997,277722177,025201080,,Japan Ministry of Environment,,0,9,35.117109,Fri 08/18/2023 04:00 PM JST,135.915747,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 025201080,,Active
-8877139.1748,4067215.7665,277722178,450310003,US,South Carolina DHEC,R4,38.7,-5,34.285599,Fri 08/18/2023 03:00 AM EDT,-79.744698,15,16,16,16,16,16,16,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Florence and Darlington,Pee Dee,SC,Active
-7937916.7048,5253116.6243,277722179,840250170010,US,Massachusetts Dept. of Environmental Protection,R1,0,-5,42.612113,Fri 08/18/2023 03:00 AM EDT,-71.307519,,16,16,16,16,16,16,1,,,,ND,-999,0,,,12,12,12,1,,12,12,12,Chelmsford,ChelmsfordNR,MA,Active
-12193621.6534,4659701.9231,277722180,840490190007,US,Utah Department of Environmental Quality,R8,0,-7,38.566055,Fri 08/18/2023 01:00 AM MDT,-109.537167,,37,37,37,37,37,37,1,,,,ND,-999,0,,,31,31,31,1,,31,31,31,,Moab #7,UT,Active
15354512.8797,4278568.4343,277722181,020209010,,Japan Ministry of Environment,,0,9,35.839567,Fri 08/18/2023 04:00 PM JST,137.931936,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 020209010,,Active
-8883552.9586,4315630.8144,277722182,370810013,US,North Carolina DEQ - Division of Air Quality,R4,244.3,-5,36.109006,Fri 08/18/2023 03:00 AM EDT,-79.802314,25,44,44,44,21,21,21,1,PPB,8.0,8.0,8,8,1,UG/M3,9,44,44,44,1,UG/M3,44,44,44,Forsyth County-Winston-Salem-Greensboro-High Point,MENDNHAL,NC,Active
15034934.8817,4114679.281,277722183,028108010,,Japan Ministry of Environment,,0,9,34.637145,Fri 08/18/2023 04:00 PM JST,135.061118,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 028108010,,Active
15271715.0009,4156663.4671,277722184,023202510,,Japan Ministry of Environment,,0,9,34.946871,Fri 08/18/2023 04:00 PM JST,137.18815,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 023202510,,Active
15529332.4589,4259480.5546,277722185,013210010,,Japan Ministry of Environment,,0,9,35.700442,Fri 08/18/2023 04:00 PM JST,139.502367,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 013210010,,Active
-9136613.9986,4162332.3093,277722186,450830009,US,South Carolina DHEC,R4,266,-5,34.988602,Fri 08/18/2023 03:00 AM EDT,-82.0756,15,15,15,15,15,15,15,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Greenville-Spartanburg,North Spartanburg FS,SC,Active
15572001.331,4260623.8585,277722187,013123010,,Japan Ministry of Environment,,0,9,35.708782,Fri 08/18/2023 04:00 PM JST,139.885668,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 013123010,,Active
15509852.9952,4264811.7851,277722188,013218010,,Japan Ministry of Environment,,0,9,35.739324,Fri 08/18/2023 04:00 PM JST,139.32738,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 013218010,,Active
-9640145.4513,4263917.0777,277722189,471490101,US,Tennessee Air Pollution Control Div.,R4,0,-6,35.7328,Fri 08/18/2023 02:00 AM CDT,-86.5989,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Nashville,EVILLE,TN,Inactive
-9045179.5084,4423948.1256,277722190,511970002,US,Virginia Dept. of Environmental Quality,R3,0,-5,36.89117,Fri 08/18/2023 03:00 AM EDT,-81.25423,,27,27,27,27,27,27,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Wythe Co.,RURAL RETREAT,VA,Active
-9051387.7964,3343306.2901,277722191,121171002,US,Florida Dept. of Environmental Protection,R4,0,-5,28.7456,Fri 08/18/2023 03:00 AM EDT,-81.31,,24,24,24,10,10,10,1,,,9.0,9,9,1,,,24,24,24,1,,24,24,24,Orlando|Lake County|Seminole County,Seminole Community College (AG COMP),FL,Active
15391025.8953,4355695.4634,277722192,020203010,,Japan Ministry of Environment,,0,9,36.399235,Fri 08/18/2023 04:00 PM JST,138.259938,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 020203010,,Active
15546956.7833,4255674.2418,277722193,013113510,,Japan Ministry of Environment,,0,9,35.67267,Fri 08/18/2023 04:00 PM JST,139.660689,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 013113510,,Active
-11339736.1484,2395979.5814,277722194,80011G016,MX,Secretaría de Medio Ambiente y Ordenamiento Territorial,MX,543.8,-6,21.034389,Fri 08/18/2023 01:00 AM CST,-101.866583,,29,29,29,29,29,29,1,,,,ND,-999,1,,,,ND,-999,0,,,ND,-999,Guanajuato,Estación Purísima del Rincón,MX,Active
-13469014.0688,4528998.3303,277722195,060990005,US,California Air Resources Board,R9,0,-8,37.642165,Fri 08/18/2023 12:00 AM PDT,-120.994212,,31,31,31,31,31,31,1,,,31.0,31,31,1,,,31,31,31,1,,31,31,31,Modesto,Modesto - 14th Street,CA,Active
14562029.4247,3892653.049,277722196,043210010,,Japan Ministry of Environment,,0,9,32.980026,Fri 08/18/2023 04:00 PM JST,130.812936,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 043210010,,Active
-13451609.0437,5750849.6698,277722197,530390005,US,Washington Department of Ecology,R10,498.1,-8,45.81561,Fri 08/18/2023 12:00 AM PDT,-120.83786,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,Mobile-Goldendale2,WA,Inactive
-10153138.9494,3579254.4499,277722198,220331001,US,Louisiana Department of Environmental Quality,R6,0,-6,30.5872,Fri 08/18/2023 02:00 AM CDT,-91.207199,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Baton Rouge Area,Baker,LA,Inactive
15666393.1348,4408650.1105,277722199,008215010,,Japan Ministry of Environment,,0,9,36.781182,Fri 08/18/2023 04:00 PM JST,140.733604,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 008215010,,Active
11219478.1478,1524986.667,277722200,TPCD0019T,,Thailand Pollution Control Department,,0,7,13.5705,Fri 08/18/2023 02:00 PM +07,100.786287,,69,69,69,,ND,-999,1,,,37.0,37,37,1,,,69,69,69,1,,69,69,69,,National Housing Authority Bangplee,,Active
15189655.059,4143090.6757,277722201,024210010,,Japan Ministry of Environment,,0,9,34.846869,Fri 08/18/2023 04:00 PM JST,136.450993,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 024210010,,Active
-7615755.9834,5877674.6418,277722202,230039991,US,EPA Office of Atmospheric Protection,R3,234.9,-5,46.604,Fri 08/18/2023 03:00 AM EDT,-68.4135,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Ashland,ME,Active
-13475848.0836,4755303.4821,277722203,060570005,US,Northern Sierra AQMD,R9,0,-8,39.234402,Fri 08/18/2023 12:00 AM PDT,-121.055603,61,54,54,54,54,54,54,1,PPB,,,ND,-999,0,,9.1,29,29,29,1,UG/M3,29,29,29,Western Nevada County,Grass Valley,CA,Active
14542583.5794,3829500.2793,277722204,043202520,,Japan Ministry of Environment,,0,9,32.502852,Fri 08/18/2023 04:00 PM JST,130.638251,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 043202520,,Active
-14316521.4122,7269580.0121,277722205,000102503,CA,British Columbia Ministry of Environment,CA,0,-8,54.52167,Fri 08/18/2023 12:00 AM PDT,-128.6075,22,21,21,21,21,21,21,1,PPB,,,ND,-999,0,,4,18,18,18,1,UG/M3,18,18,18,,TERRACE SKEENA MIDDLE SCHOOL,CC,Active
-8416154.2541,4804760.3425,277722206,100031008,US,Delaware Dept. of Natural Resources and Environment,R3,0,-5,39.57768,Fri 08/18/2023 03:00 AM EDT,-75.6036,,28,28,28,,ND,-999,0,,,,ND,-999,0,,6.7,28,28,28,1,UG/M3,28,28,28,Greater New Castle County,Rte 9 Del. City,DE,Active
-13211807.9363,4065965.6737,277722207,061112002,US,Ventura County APCD,R9,0,-8,34.27632,Fri 08/18/2023 12:00 AM PDT,-118.68369,18,32,32,32,21,21,21,1,PPB,21.0,21.0,21,21,1,UG/M3,8,32,32,32,1,UG/M3,32,32,32,Simi Valley,Simi Valley - Cochran Street,CA,Active
15256439.5177,4188166.6151,277722208,023304010,,Japan Ministry of Environment,,0,9,35.178511,Fri 08/18/2023 04:00 PM JST,137.050928,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 023304010,,Active
15622696.2271,4617742.9277,277722209,006201090,,Japan Ministry of Environment,,0,9,38.270738,Fri 08/18/2023 04:00 PM JST,140.341068,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 006201090,,Active
-12399878.0795,7705700.277,277722210,CC0090701,CA,Alberta Environmental Monitoring and Reporting Agency (AEMERA),CA,0,-7,56.7328,Fri 08/18/2023 01:00 AM MDT,-111.39,,51,51,51,17,17,17,1,,,,ND,-999,0,,,51,51,51,1,,51,51,51,,Athabasca Valley,CC,Active
14597398.1873,3976734.8517,277722211,040214010,,Japan Ministry of Environment,,0,9,33.611353,Fri 08/18/2023 04:00 PM JST,131.130659,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 040214010,,Active
15232014.3516,4156851.291,277722212,023224030,,Japan Ministry of Environment,,0,9,34.948254,Fri 08/18/2023 04:00 PM JST,136.831513,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 023224030,,Active
15392208.7762,4143245.7163,277722213,022214010,,Japan Ministry of Environment,,0,9,34.848012,Fri 08/18/2023 04:00 PM JST,138.270564,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 022214010,,Active
-9843080.883,5417254.9449,277722214,550390006,US,Wisconsin Dept. of Natural Resources,R5,0,-6,43.6878,Fri 08/18/2023 02:00 AM CDT,-88.4219,20,19,19,19,19,19,19,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Dodge and Fond du Lac Counties,FOND DU LAC,WI,Active
-13614863.5298,6009584.1675,277722215,530531016,US,Washington Department of Ecology,R10,162.9,-8,47.412,Fri 08/18/2023 12:00 AM PDT,-122.3044,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Tacoma-Tower Dr,WA,Inactive
-17318992.7579,2162078.3616,277722216,840150013028,US,Hawaii State Dept. of Health,R9,0,-10,19.060655,Thu 08/17/2023 09:00 PM HST,-155.579159,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Naalehu,Naalehu,HI,Active
14890015.7177,4101381.2012,277722217,033202410,,Japan Ministry of Environment,,0,9,34.5388,Fri 08/18/2023 04:00 PM JST,133.759287,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 033202410,,Active
-10517632.4694,3825191.1774,277722218,482031079,US,Texas Commission on Environmental Quality,R6,119.9,-6,32.4702,Fri 08/18/2023 02:00 AM CDT,-94.4815,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Hallsville Red Oak Road,TX,Active
-12691780.0482,6055849.4063,277722219,300470028,US,Quality Review and Exchange System for Tribes (QREST),R8,896.7,-7,47.6925,Fri 08/18/2023 01:00 AM MDT,-114.0122,,,ND,-999,,ND,-999,0,,,,ND,-999,1,,,,ND,-999,0,,,ND,-999,,Polson-MT,MT,Active
-8943252.043,3008149.9052,277722220,120110033,US,Broward County Natural Resources Division,R4,0,-5,26.0732,Fri 08/18/2023 03:00 AM EDT,-80.3386,6,24,24,24,5,5,5,1,PPB,,,ND,-999,0,,6,24,24,24,1,UG/M3,24,24,24,Broward County,V_VIEW,FL,Active
15220503.471,4392824.5816,277722221,017361010,,Japan Ministry of Environment,,0,9,36.667235,Fri 08/18/2023 04:00 PM JST,136.728109,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 017361010,,Active
15588483.0722,4217035.9686,277722222,012481080,,Japan Ministry of Environment,,0,9,35.390207,Fri 08/18/2023 04:00 PM JST,140.033726,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 012481080,,Active
15623268.4093,5049924.7101,277722223,002307950,,Japan Ministry of Environment,,0,9,41.254308,Fri 08/18/2023 04:00 PM JST,140.346208,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 002307950,,Active
-12525201.5622,5299255.871,277722224,160050004,US,Idaho Department of Environmental Quality,R10,0,-7,42.916401,Fri 08/18/2023 01:00 AM MDT,-112.5158,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Pocatello,Pocatello STP,ID,Active
15683980.3898,4570906.9917,277722225,004362010,,Japan Ministry of Environment,,0,9,37.939672,Fri 08/18/2023 04:00 PM JST,140.891593,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 004362010,,Active
14828579.27,4084726.8651,277722226,034205010,,Japan Ministry of Environment,,0,9,34.41547,Fri 08/18/2023 04:00 PM JST,133.207394,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 034205010,,Active
15199086.9368,4104916.5801,277722227,024204010,,Japan Ministry of Environment,,0,9,34.564957,Fri 08/18/2023 04:00 PM JST,136.535721,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 024204010,,Active
-13646311.2859,5724167.0666,277722228,530110013,US,Washington Department of Ecology,R10,76.9,-8,45.6483,Fri 08/18/2023 12:00 AM PDT,-122.5869,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Portland|Vancouver,Vancouver-4th Pl Blvd E,WA,Inactive
15097577.0309,4136610.601,277722229,027210520,,Japan Ministry of Environment,,0,9,34.799082,Fri 08/18/2023 04:00 PM JST,135.623842,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 027210520,,Active
-12330880.0327,4807381.3305,277722230,490071001,US,Utah Department of Environmental Quality,R8,1739.1,-7,39.595825,Fri 08/18/2023 01:00 AM MDT,-110.77018,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Price,Price,UT,Inactive
14648788.3849,3924322.0008,277722231,044201050,,Japan Ministry of Environment,,0,9,33.218348,Fri 08/18/2023 04:00 PM JST,131.592305,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 044201050,,Active
15434010.2468,4190364.5924,277722232,022210050,,Japan Ministry of Environment,,0,9,35.194648,Fri 08/18/2023 04:00 PM JST,138.646073,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 022210050,,Active
15392537.0574,4462477.9592,277722233,015222190,,Japan Ministry of Environment,,0,9,37.167486,Fri 08/18/2023 04:00 PM JST,138.273513,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 015222190,,Active
-9054760.777,3147092.1958,277722234,120550003,US,Florida Dept. of Environmental Protection,R4,0,-5,27.1889,Fri 08/18/2023 03:00 AM EDT,-81.3403,,17,17,17,17,17,17,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Highlands County,Archbold Biomedical Research Center,FL,Active
-8966483.9755,4958208.238,277722235,390290019,US,Ohio EPA-DAPC,R5,0,-5,40.631972,Fri 08/18/2023 03:00 AM EDT,-80.547296,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Port Authority,OH,Inactive
15106511.9785,4156660.0719,277722236,026208020,,Japan Ministry of Environment,,0,9,34.946846,Fri 08/18/2023 04:00 PM JST,135.704106,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 026208020,,Active
15201797.9004,4372337.0891,277722237,017208010,,Japan Ministry of Environment,,0,9,36.51947,Fri 08/18/2023 04:00 PM JST,136.560074,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 017208010,,Active
-9881479.6508,4064420.4593,277722238,280810005,US,Mississippi DEQ,R4,107.1,-6,34.264849,Fri 08/18/2023 02:00 AM CDT,-88.766842,,11,11,11,11,11,11,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Tupelo,TUPELOAP,MS,Active
15498847.505,4214682.9115,277722239,014211510,,Japan Ministry of Environment,,0,9,35.372973,Fri 08/18/2023 04:00 PM JST,139.228516,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 014211510,,Active
-9394803.0822,4789571.6886,277722240,390170020,US,Ohio EPA-DAPC,R5,0,-5,39.472436,Fri 08/18/2023 03:00 AM EDT,-84.394952,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Yankee,OH,Active
-13621453.6436,4572054.3258,277722241,060130006,US,San Francisco Bay Area AQMD,R9,0,-8,37.9478,Fri 08/18/2023 12:00 AM PDT,-122.3636,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Concord,Richmond - 7th St,CA,Active
-11025037.8404,2223188.3767,277722242,800150332,MX,Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico,MX,2231.4,-6,19.5787,Fri 08/18/2023 01:00 AM CST,-99.0396,,8,8,8,8,8,8,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Mexico City,Los Laureles,MX,Active
